project_id,project_type,source
VCS5128,sustainable grassland management,berkeley carbon trading project
VCS5129,sustainable grassland management,berkeley carbon trading project
VCS513,hydropower,berkeley carbon trading project
VCS5130,sustainable grassland management,berkeley carbon trading project
VCS5131,improved forest management,berkeley carbon trading project
VCS5132,solar - centralized,berkeley carbon trading project
VCS5135,mine methane capture,berkeley carbon trading project
VCS5136,waste recycling,berkeley carbon trading project
VCS5137,afforestation/reforestation,berkeley carbon trading project
VCS5138,landfill methane,berkeley carbon trading project
VCS5139,manure methane digester,berkeley carbon trading project
VCS514,afforestation/reforestation,berkeley carbon trading project
VCS5140,sustainable agriculture,berkeley carbon trading project
VCS5141,clean water,berkeley carbon trading project
VCS5142,afforestation/reforestation,berkeley carbon trading project
VCS5143,landfill methane,berkeley carbon trading project
VCS5144,sustainable agriculture,berkeley carbon trading project
VCS5146,solar - centralized,berkeley carbon trading project
VCS5147,afforestation/reforestation,berkeley carbon trading project
VCS5149,mine methane capture,berkeley carbon trading project
VCS515,wind,berkeley carbon trading project
VCS5150,waste recycling,berkeley carbon trading project
VCS5151,afforestation/reforestation,berkeley carbon trading project
VCS5152,methane recovery in wastewater,berkeley carbon trading project
VCS5153,redd+,berkeley carbon trading project
VCS5155,sustainable agriculture,berkeley carbon trading project
VCS5158,sustainable grassland management,berkeley carbon trading project
VCS516,hydropower,berkeley carbon trading project
VCS5160,afforestation/reforestation,berkeley carbon trading project
VCS5162,afforestation/reforestation,berkeley carbon trading project
VCS5164,afforestation/reforestation,berkeley carbon trading project
VCS5165,electric vehicles & charging,berkeley carbon trading project
VCS5167,solar - distributed,berkeley carbon trading project
VCS5169,afforestation/reforestation,berkeley carbon trading project
VCS517,wind,berkeley carbon trading project
VCS5172,afforestation/reforestation,berkeley carbon trading project
VCS5173,cookstoves,berkeley carbon trading project
VCS5175,wetland restoration,berkeley carbon trading project
VCS5176,afforestation/reforestation,berkeley carbon trading project
VCS5177,redd+,berkeley carbon trading project
VCS518,wind,berkeley carbon trading project
VCS5180,afforestation/reforestation,berkeley carbon trading project
VCS5181,redd+,berkeley carbon trading project
VCS5183,sustainable grassland management,berkeley carbon trading project
VCS5184,afforestation/reforestation,berkeley carbon trading project
VCS5186,waste recycling,berkeley carbon trading project
VCS5187,afforestation/reforestation,berkeley carbon trading project
VCS519,wind,berkeley carbon trading project
VCS5191,afforestation/reforestation,berkeley carbon trading project
VCS5192,wetland restoration,berkeley carbon trading project
VCS5194,fuel switching,berkeley carbon trading project
VCS5195,electric vehicles & charging,berkeley carbon trading project
VCS5199,electric vehicles & charging,berkeley carbon trading project
VCS52,biomass,berkeley carbon trading project
VCS520,wind,berkeley carbon trading project
VCS5200,redd+,berkeley carbon trading project
VCS5202,afforestation/reforestation,berkeley carbon trading project
VCS5203,landfill methane,berkeley carbon trading project
VCS5205,afforestation/reforestation,berkeley carbon trading project
VCS5208,lighting,berkeley carbon trading project
VCS5209,electric vehicles & charging,berkeley carbon trading project
VCS521,hydropower,berkeley carbon trading project
VCS5210,composting,berkeley carbon trading project
VCS5214,landfill methane,berkeley carbon trading project
VCS5218,manure methane digester,berkeley carbon trading project
VCS522,hydropower,berkeley carbon trading project
VCS5220,biochar,berkeley carbon trading project
VCS5221,afforestation/reforestation,berkeley carbon trading project
VCS5224,wetland restoration,berkeley carbon trading project
VCS523,waste heat recovery,berkeley carbon trading project
VCS5230,clean water,berkeley carbon trading project
VCS5233,sustainable agriculture,berkeley carbon trading project
VCS5234,wetland restoration,berkeley carbon trading project
VCS5236,sustainable agriculture,berkeley carbon trading project
VCS5237,electric vehicles & charging,berkeley carbon trading project
VCS524,biomass,berkeley carbon trading project
VCS5240,improved irrigation management,berkeley carbon trading project
VCS5241,afforestation/reforestation,berkeley carbon trading project
VCS5242,sustainable agriculture,berkeley carbon trading project
VCS5243,biochar,berkeley carbon trading project
VCS5244,afforestation/reforestation,berkeley carbon trading project
VCS5246,sustainable agriculture,berkeley carbon trading project
VCS5248,sustainable agriculture,berkeley carbon trading project
VCS525,wind,berkeley carbon trading project
VCS5251,waste recycling,berkeley carbon trading project
VCS526,biomass,berkeley carbon trading project
VCS5264,landfill methane,berkeley carbon trading project
VCS527,biomass,berkeley carbon trading project
VCS5271,redd+,berkeley carbon trading project
VCS5274,landfill methane,berkeley carbon trading project
VCS5275,electric vehicles & charging,berkeley carbon trading project
VCS5276,sustainable agriculture,berkeley carbon trading project
VCS5277,landfill methane,berkeley carbon trading project
VCS5278,sustainable agriculture,berkeley carbon trading project
VCS528,biomass,berkeley carbon trading project
VCS5281,landfill methane,berkeley carbon trading project
VCS5286,waste recycling,berkeley carbon trading project
VCS5289,sustainable grassland management,berkeley carbon trading project
VCS529,biomass,berkeley carbon trading project
VCS5290,redd+,berkeley carbon trading project
VCS5292,methane recovery in wastewater,berkeley carbon trading project
VCS5295,redd+,berkeley carbon trading project
VCS53,biomass,berkeley carbon trading project
VCS530,natural gas electricity generation,berkeley carbon trading project
VCS5309,wetland restoration,berkeley carbon trading project
VCS531,hydropower,berkeley carbon trading project
VCS532,wind,berkeley carbon trading project
VCS533,hydropower,berkeley carbon trading project
VCS534,hydropower,berkeley carbon trading project
VCS535,hydropower,berkeley carbon trading project
VCS536,hydropower,berkeley carbon trading project
VCS537,wind,berkeley carbon trading project
VCS538,wind,berkeley carbon trading project
VCS539,wind,berkeley carbon trading project
VCS54,biomass,berkeley carbon trading project
VCS540,wind,berkeley carbon trading project
VCS541,hydropower,berkeley carbon trading project
VCS542,wind,berkeley carbon trading project
VCS543,wind,berkeley carbon trading project
VCS544,wind,berkeley carbon trading project
VCS545,wind,berkeley carbon trading project
VCS546,wind,berkeley carbon trading project
VCS547,wind,berkeley carbon trading project
VCS548,wind,berkeley carbon trading project
VCS549,biomass,berkeley carbon trading project
VCS55,biomass,berkeley carbon trading project
VCS550,biomass,berkeley carbon trading project
VCS551,wind,berkeley carbon trading project
VCS552,hydropower,berkeley carbon trading project
VCS553,wind,berkeley carbon trading project
VCS554,hydropower,berkeley carbon trading project
VCS555,re bundled,berkeley carbon trading project
VCS556,wind,berkeley carbon trading project
VCS557,hydropower,berkeley carbon trading project
VCS558,biomass,berkeley carbon trading project
VCS559,mine methane capture,berkeley carbon trading project
VCS56,hydropower,berkeley carbon trading project
VCS560,waste heat recovery,berkeley carbon trading project
VCS561,biomass,berkeley carbon trading project
VCS562,redd+,berkeley carbon trading project
VCS563,biomass,berkeley carbon trading project
VCS564,wind,berkeley carbon trading project
VCS565,hydropower,berkeley carbon trading project
VCS566,wind,berkeley carbon trading project
VCS567,n2o destruction in nitric acid production,berkeley carbon trading project
VCS568,wind,berkeley carbon trading project
VCS569,hfc23 destruction,berkeley carbon trading project
VCS57,biomass,berkeley carbon trading project
VCS570,wind,berkeley carbon trading project
VCS571,wind,berkeley carbon trading project
VCS572,landfill methane,berkeley carbon trading project
VCS573,mine methane capture,berkeley carbon trading project
VCS574,wind,berkeley carbon trading project
VCS575,n2o destruction in nitric acid production,berkeley carbon trading project
VCS576,afforestation/reforestation,berkeley carbon trading project
VCS577,hydropower,berkeley carbon trading project
VCS578,hydropower,berkeley carbon trading project
VCS579,biomass,berkeley carbon trading project
VCS58,hydropower,berkeley carbon trading project
VCS580,hydropower,berkeley carbon trading project
VCS581,wind,berkeley carbon trading project
VCS582,hydropower,berkeley carbon trading project
VCS583,hydropower,berkeley carbon trading project
VCS584,biomass,berkeley carbon trading project
VCS585,landfill methane,berkeley carbon trading project
VCS586,biomass,berkeley carbon trading project
VCS587,improved forest management,berkeley carbon trading project
VCS588,wind,berkeley carbon trading project
VCS589,biomass,berkeley carbon trading project
VCS59,biomass,berkeley carbon trading project
VCS590,biomass,berkeley carbon trading project
VCS591,biomass,berkeley carbon trading project
VCS592,biomass,berkeley carbon trading project
VCS593,wind,berkeley carbon trading project
VCS594,afforestation/reforestation,berkeley carbon trading project
VCS595,afforestation/reforestation,berkeley carbon trading project
VCS596,afforestation/reforestation,berkeley carbon trading project
VCS597,afforestation/reforestation,berkeley carbon trading project
VCS598,hydropower,berkeley carbon trading project
VCS599,wind,berkeley carbon trading project
VCS6,wind,berkeley carbon trading project
VCS60,biomass,berkeley carbon trading project
VCS600,wind,berkeley carbon trading project
